,class,family,name_vi,order,species,url
780,Cây phụ sinh,Phong lan Orchidaceae,Lan miệng kín cong,Phong lan Orchidales,Cleisostoma arietinum,./chitiet.php?page=18&loai=2&ID=3533
781,Cây phụ sinh,Phong lan Orchidaceae,Lan miệng kín hai gai,Phong lan Orchidales,Cleisostoma birmanicum,./chitiet.php?page=18&loai=2&ID=2107
782,Cây phụ sinh,Phong lan Orchidaceae,Lan miệng kín hai màu,Phong lan Orchidales,Cleisostoma discolor,./chitiet.php?page=18&loai=2&ID=3486
783,Cây phụ sinh,Phong lan Orchidaceae,Lan miệng kín hai mảnh,Phong lan Orchidales,Cleisostoma fuerstenbergianum,./chitiet.php?page=18&loai=2&ID=3485
784,Cây phụ sinh,Phong lan Orchidaceae,Lan miệng kín hai thùy,Phong lan Orchidales,Cleisostoma duplicilobum,./chitiet.php?page=18&loai=2&ID=3615
785,Cây phụ sinh,Phong lan Orchidaceae,Lan miệng kín nạc,Phong lan Orchidales,Cleisostoma inflatum,./chitiet.php?page=18&loai=2&ID=2442
786,Cây phụ sinh,Phong lan Orchidaceae,Lan miệng kín sợi,Phong lan Orchidales,Cleisostoma filiforme,./chitiet.php?page=18&loai=2&ID=2128
787,Cây phụ sinh,Phong lan Orchidaceae,Lan ngọc điểm đuôi cáo,Phong lan Orchidales,Rhynchostylis retusa,./chitiet.php?page=18&loai=2&ID=2257
788,Cây phụ sinh,Phong lan Orchidaceae,Lan nhện trung,Phong lan Orchidales,Arachnis annamensis,./chitiet.php?page=18&loai=2&ID=2177
789,Cây phụ sinh,Phong lan Orchidaceae,Lan nhụy sừng trắng,Phong lan Orchidales,Eparmatostigma dives,./chitiet.php?page=18&loai=2&ID=3568
790,Lan đất,Phong lan Orchidaceae,Lan nhụy vòng,Phong lan Orchidales,Peristylus holttumii,./chitiet.php?page=18&loai=2&ID=3753
791,Lan đất,Phong lan Orchidaceae,Lan nhụy vòng trắng,Phong lan Orchidales,Peristylus candidus,./chitiet.php?page=18&loai=2&ID=2318
792,Cây phụ sinh,Phong lan Orchidaceae,Lan nhung đà lạt,Phong lan Orchidales,Trichotosia dalatensis,./chitiet.php?page=18&loai=2&ID=3551
793,Cây phụ sinh,Phong lan Orchidaceae,Lan nhung lá liễu,Phong lan Orchidales,Trichotosia pulvinata,./chitiet.php?page=18&loai=2&ID=3531
794,Cây phụ sinh,Phong lan Orchidaceae,Lan phượng vĩ bắc,Phong lan Orchidales,Renanthera coccinea,./chitiet.php?page=18&loai=2&ID=3441
795,Cây phụ sinh,Phong lan Orchidaceae,Lan phượng vĩ nam,Phong lan Orchidales,Renanthera imschootiana,./chitiet.php?page=18&loai=2&ID=3527
796,Cây phụ sinh,Phong lan Orchidaceae,Lan rau rút hồng,Phong lan Orchidales,Otochilus fuscus,./chitiet.php?page=18&loai=2&ID=2213
797,Cây phụ sinh,Phong lan Orchidaceae,Lan sớn,Phong lan Orchidales,Schoenorchis brevirachis,./chitiet.php?page=18&loai=2&ID=3287
798,Lan đất,Phong lan Orchidaceae,Lan sứa nhiều núm,Phong lan Orchidales,Anoectochilus papillosus,./chitiet.php?page=18&loai=2&ID=2366
799,Cây phụ sinh,Phong lan Orchidaceae,Lan sứa tam đảo,Phong lan Orchidales,Anoectochilus daoensis,./chitiet.php?page=18&loai=2&ID=2449
800,Lan đất,Phong lan Orchidaceae,Lan sứa trung bộ,Phong lan Orchidales,Anoectochilus annamenis,./chitiet.php?page=18&loai=2&ID=2450
801,Lan đất,Phong lan Orchidaceae,Lan sóng thuyền cô nốc,Phong lan Orchidales,Tropidia curculigoides,./chitiet.php?page=18&loai=2&ID=2227
802,Cây phụ sinh,Phong lan Orchidaceae,Lan san hô bắc,Phong lan Orchidales,Luisia morsei,./chitiet.php?page=18&loai=2&ID=3559
803,Cây phụ sinh,Phong lan Orchidaceae,Lan san hô môi túi,Phong lan Orchidales,Luisia zollingeri,./chitiet.php?page=18&loai=2&ID=2482
804,Cây phụ sinh,Phong lan Orchidaceae,Lan san hô nhện,Phong lan Orchidales,Luisia antennifera,./chitiet.php?page=18&loai=2&ID=2208
805,Cây phụ sinh,Phong lan Orchidaceae,Lan sậy,Phong lan Orchidales,Arundina graminifolia,./chitiet.php?page=18&loai=2&ID=2604
806,Cây phụ sinh,Phong lan Orchidaceae,Lan sậy hoa chùm,Phong lan Orchidales,Arundina caespitosa,./chitiet.php?page=18&loai=2&ID=2367
807,Lan đất,Phong lan Orchidaceae,Lan song túc dầm lầy,Phong lan Orchidales,Dipodium paludosum,./chitiet.php?page=18&loai=2&ID=3922
808,Cây phụ sinh,Phong lan Orchidaceae,Lan tổ yến ấn độ,Phong lan Orchidales,Acriopsis indica,./chitiet.php?page=18&loai=2&ID=3517
809,Cây phụ sinh,Phong lan Orchidaceae,Lan tục đọn đốt,Phong lan Orchidales,Pholidota articulata,./chitiet.php?page=18&loai=2&ID=2470
810,Cây phụ sinh,Phong lan Orchidaceae,Lan tục đoạn đỏ,Phong lan Orchidales,Pholidota rubra,./chitiet.php?page=19&loai=2&ID=2216
811,Cây phụ sinh,Phong lan Orchidaceae,Lan tục đoạn đuôi phượng,Phong lan Orchidales,Pholidota imbricata,./chitiet.php?page=19&loai=2&ID=2452
812,Cây phụ sinh,Phong lan Orchidaceae,Lan tục đoạn cong,Phong lan Orchidales,Pholidota recurva,./chitiet.php?page=19&loai=2&ID=2338
813,Cây phụ sinh,Phong lan Orchidaceae,Lan tục đoạn quế,Phong lan Orchidales,Pholidota guibertiae,./chitiet.php?page=19&loai=2&ID=2443
814,Cây phụ sinh,Phong lan Orchidaceae,Lan tục đoạn tàu,Phong lan Orchidales,Pholidota chinensis,./chitiet.php?page=19&loai=2&ID=2264
815,Cây phụ sinh,Phong lan Orchidaceae,Lan tóc tiên phong,Phong lan Orchidales,Holcoglossum phongii,./chitiet.php?page=19&loai=2&ID=3687
816,Lan đất,Phong lan Orchidaceae,Lan tai dê đà lạt,Phong lan Orchidales,Liparis regnieri,./chitiet.php?page=19&loai=2&ID=2207
817,Cây phụ sinh,Phong lan Orchidaceae,Lan tai dê đỏ,Phong lan Orchidales,Liparis rhodochila,./chitiet.php?page=19&loai=2&ID=3497
818,Cây phụ sinh,Phong lan Orchidaceae,Lan tai dê dẹt,Phong lan Orchidales,Liparis compressa,./chitiet.php?page=19&loai=2&ID=2343
819,Lan đất,Phong lan Orchidaceae,Lan tai dê gân,Phong lan Orchidales,Liparis nervosa,./chitiet.php?page=19&loai=2&ID=2303
820,Cây phụ sinh,Phong lan Orchidaceae,Lan tai dê giáo,Phong lan Orchidales,Liparis bootanensis,./chitiet.php?page=19&loai=2&ID=2272
821,Cây phụ sinh,Phong lan Orchidaceae,Lan tai dê hoa cong,Phong lan Orchidales,Liparis campylostalix,./chitiet.php?page=19&loai=2&ID=2330
822,Cây phụ sinh,Phong lan Orchidaceae,Lan tai dê lùn,Phong lan Orchidales,Liparis nana,./chitiet.php?page=19&loai=2&ID=2296
823,Cây phụ sinh,Phong lan Orchidaceae,Lan tai dê nến,Phong lan Orchidales,Liparis viridiflora,./chitiet.php?page=19&loai=2&ID=3510
824,Cây phụ sinh,Phong lan Orchidaceae,Lan tai dê núi,Phong lan Orchidales,Liparis chapaensis,./chitiet.php?page=19&loai=2&ID=3651
825,Cây phụ sinh,Phong lan Orchidaceae,Lan túi chuỳ thót,Phong lan Orchidales,Robiquetia succisa,./chitiet.php?page=19&loai=2&ID=3613
826,Cây phụ sinh,Phong lan Orchidaceae,Lan túi hoa nhỏ,Phong lan Orchidales,Saccolabiopsis pusilla,./chitiet.php?page=19&loai=2&ID=3699
827,Cây phụ sinh,Phong lan Orchidaceae,Lan túi hoa xanh,Phong lan Orchidales,Saccolabiopsis viridiflora,./chitiet.php?page=19&loai=2&ID=2137
828,Cây phụ sinh,Phong lan Orchidaceae,Lan túi lưỡi tái,Phong lan Orchidales,Micropedia pallida,./chitiet.php?page=19&loai=2&ID=2294
829,Cây phụ sinh,Phong lan Orchidaceae,Lan túi lưỡi thái,Phong lan Orchidales,Micropera thailandica,./chitiet.php?page=19&loai=2&ID=3567
830,Cây phụ sinh,Phong lan Orchidaceae,Lan túi tròn núi,Phong lan Orchidales,Cleisocentron klossii,./chitiet.php?page=19&loai=2&ID=2108
831,Cây phụ sinh,Phong lan Orchidaceae,Lan túy chùy thìa,Phong lan Orchidales,Robiquetia spatulata,./chitiet.php?page=19&loai=2&ID=3498
832,Cây phụ sinh,Phong lan Orchidaceae,Lan thủy li vàng,Phong lan Orchidales,Pomatocalpa spicata,./chitiet.php?page=19&loai=2&ID=3419
833,Cây phụ sinh,Phong lan Orchidaceae,Lan thanh đạm,Phong lan Orchidales,Coelogyne eberhardtii,./chitiet.php?page=19&loai=2&ID=3239
834,Cây phụ sinh,Phong lan Orchidaceae,Lan thanh đạm ba gân,Phong lan Orchidales,Coelogyne trinervis,./chitiet.php?page=19&loai=2&ID=3611
835,Cây phụ sinh,Phong lan Orchidaceae,Lan thanh đạm cỏ,Phong lan Orchidales,Coelogyne viscosa,./chitiet.php?page=19&loai=2&ID=3388
836,Cây phụ sinh,Phong lan Orchidaceae,Lan thanh đạm lộc,Phong lan Orchidales,Coelogyne lockii,./chitiet.php?page=19&loai=2&ID=4002
837,Cây phụ sinh,Phong lan Orchidaceae,Lan thanh đạm môi lông,Phong lan Orchidales,Coelogyne calcilola,./chitiet.php?page=19&loai=2&ID=2183
838,Cây phụ sinh,Phong lan Orchidaceae,Lan thanh đạm ngù,Phong lan Orchidales,Coelogyne nitida,./chitiet.php?page=19&loai=2&ID=3604
839,Cây phụ sinh,Phong lan Orchidaceae,Lan thanh đạm rìa,Phong lan Orchidales,Coelogyne fimbriata,./chitiet.php?page=19&loai=2&ID=2332
840,Cây phụ sinh,Phong lan Orchidaceae,Lan thanh đạm tái,Phong lan Orchidales,Coelogyne pallens,./chitiet.php?page=19&loai=2&ID=2185
841,Cây phụ sinh,Phong lan Orchidaceae,Lan thanh đạm tròn,Phong lan Orchidales,Coelogyne ovalis,./chitiet.php?page=19&loai=2&ID=3387
842,Cây phụ sinh,Phong lan Orchidaceae,Lan thanh đạm trung,Phong lan Orchidales,Coelogyne assamica,./chitiet.php?page=19&loai=2&ID=2326
843,Cây phụ sinh,Phong lan Orchidaceae,Lan thanh đạm tuyết ngọc,Phong lan Orchidales,Coelogyne mooreana,./chitiet.php?page=19&loai=2&ID=3386
844,Cây phụ sinh,Phong lan Orchidaceae,Lan thanh đạm vàng,Phong lan Orchidales,Coelogyne lawrenceana,./chitiet.php?page=19&loai=2&ID=2289
845,Lan đất,Phong lan Orchidaceae,Lan thanh thiên quì cảnh,Phong lan Orchidales,Nervilia plicata,./chitiet.php?page=19&loai=2&ID=3975
846,Cây phụ sinh,Phong lan Orchidaceae,Lan thạch hộc ban ca,Phong lan Orchidales,Flickingeria bancana,./chitiet.php?page=19&loai=2&ID=3308
847,Cây phụ sinh,Phong lan Orchidaceae,Lan thạch hộc mi,Phong lan Orchidales,Flickingeria fimbriata,./chitiet.php?page=19&loai=2&ID=3552
848,Cây phụ sinh,Phong lan Orchidaceae,Lan thạch hộc thuốc,Phong lan Orchidales,Flickingeria angustifolia,./chitiet.php?page=19&loai=2&ID=3313
849,Cây phụ sinh,Phong lan Orchidaceae,Lan thạch hộc trắng,Phong lan Orchidales,Flickingeria albopurpurea,./chitiet.php?page=19&loai=2&ID=3582
850,Cây thuốc,Phong lan Orchidaceae,Lan thạch hộc việt nam,Phong lan Orchidales,Flickingeria vietnamensis,./chitiet.php?page=19&loai=2&ID=3257
851,Lan đất,Phong lan Orchidaceae,Lan ti trụ mỹ,Phong lan Orchidales,Zeuxine strateumitica,./chitiet.php?page=19&loai=2&ID=2230
852,Lan đất,Phong lan Orchidaceae,Lan ti trụ xẻ bò,Phong lan Orchidales,Cheirostylis serpens,./chitiet.php?page=19&loai=2&ID=2392
853,Lan đất,Phong lan Orchidaceae,Lan ti trụ xẻ nhiều lá,Phong lan Orchidales,Cheirostylis foliosa,./chitiet.php?page=19&loai=2&ID=2398
854,Cây phụ sinh,Phong lan Orchidaceae,Lan trứng ốc,Phong lan Orchidales,Porpax elwesii,./chitiet.php?page=19&loai=2&ID=2310
855,Cây phụ sinh,Phong lan Orchidaceae,Lan trứng bướm bò cạp,Phong lan Orchidales,Schoenorchis scolopendria,./chitiet.php?page=20&loai=2&ID=3562
856,Cây phụ sinh,Phong lan Orchidaceae,Lan trứng bướm dài,Phong lan Orchidales,Schoenorchis gemmata,./chitiet.php?page=20&loai=2&ID=2088
857,Cây phụ sinh,Phong lan Orchidaceae,Lan trứng bướm thơm,Phong lan Orchidales,Schoenorchis fragrans,./chitiet.php?page=20&loai=2&ID=3780
858,Lan đất,Phong lan Orchidaceae,Lan tri trụ xẻ cuống to,Phong lan Orchidales,Cheirostylis latipetala,./chitiet.php?page=20&loai=2&ID=2379
859,Cây phụ sinh,Phong lan Orchidaceae,Lan vân đa bắc,Phong lan Orchidales,Vanda concolor,./chitiet.php?page=20&loai=2&ID=2594
860,Cây phụ sinh,Phong lan Orchidaceae,Lan vân đa bi đúp,Phi lao Casuarinales,Vanda bidupensis,./chitiet.php?page=20&loai=2&ID=3423
861,Cây phụ sinh,Phong lan Orchidaceae,Lan vân đa chanh,Phong lan Orchidales,Vanda fuscoviridis,./chitiet.php?page=20&loai=2&ID=3442
862,Cây phụ sinh,Phong lan Orchidaceae,Lan vân đa dạ hương,Phong lan Orchidales,Vanda denisoniana,./chitiet.php?page=20&loai=2&ID=2150
863,Cây phụ sinh,Phong lan Orchidaceae,Lan vân đa sơn la,Phong lan Orchidales,Vanda cristata,./chitiet.php?page=20&loai=2&ID=2362
864,Cây phụ sinh,Phong lan Orchidaceae,Lan vân đa tím,Phong lan Orchidales,Vanda lilacina,./chitiet.php?page=20&loai=2&ID=3540
865,Cây phụ sinh,Phong lan Orchidaceae,Lan vân đa thơm,Phong lan Orchidales,Vanda pumila,./chitiet.php?page=20&loai=2&ID=2228
866,Cây phụ sinh,Phong lan Orchidaceae,Lan vân đa tim,Phong lan Orchidales,Vanda alpina,./chitiet.php?page=20&loai=2&ID=2360
867,Lan đất,Phong lan Orchidaceae,Lan vòi ẩn nhện,Phong lan Orchidales,Cryptostylis arachnites,./chitiet.php?page=20&loai=2&ID=3644
868,Cây hoại sinh,Phong lan Orchidaceae,Lan vòi bông hồng,Phong lan Orchidales,Epipogium roseum,./chitiet.php?page=20&loai=2&ID=3622
869,Cây phụ sinh,Phong lan Orchidaceae,Lan vòi sừng lùn,Phong lan Orchidales,Ceratostylis siamensis,./chitiet.php?page=20&loai=2&ID=2109
870,Cây phụ sinh,Phong lan Orchidaceae,Lan vòi sừng trụ,Phong lan Orchidales,Ceratostylis subulata,./chitiet.php?page=20&loai=2&ID=3789
871,Cây phụ sinh,Phong lan Orchidaceae,Lan vani không lá,Phong lan Orchidales,Vanilla aphylla,./chitiet.php?page=20&loai=2&ID=3520
872,Cây phụ sinh,Phong lan Orchidaceae,Lan vani trắng,Phong lan Orchidales,Vanilla albia,./chitiet.php?page=20&loai=2&ID=3245
873,Lan đất,Phong lan Orchidaceae,Lan vi hài mảnh,Phong lan Orchidales,Anthogonium gracile,./chitiet.php?page=20&loai=2&ID=3769
874,Cây phụ sinh,Phong lan Orchidaceae,Lan xương cá lông,Phong lan Orchidales,Thrixspermum trichoglottis,./chitiet.php?page=20&loai=2&ID=3537
875,Cây phụ sinh,Phong lan Orchidaceae,Lan xương cá nhện,Phong lan Orchidales,Thrixspermum centipeda,./chitiet.php?page=20&loai=2&ID=2226
876,Cây phụ sinh,Phong lan Orchidaceae,Lan xương cá trung,Phong lan Orchidales,Thrixspermum annamense,./chitiet.php?page=20&loai=2&ID=2324
877,Lan đất,Phong lan Orchidaceae,Lan yên ngựa đà lạt,Phong lan Orchidales,Acanthephippium gougahense,./chitiet.php?page=20&loai=2&ID=3610
878,Lan đất,Phong lan Orchidaceae,Lan yên ngựa vạch,Phong lan Orchidales,Acanthephippium striatum,./chitiet.php?page=20&loai=2&ID=3444
879,Cây gỗ trung bình,Trôm Sterculiaceae,Lười ươi,Bông Malvales,Scaphium macropodium,./chitiet.php?page=20&loai=2&ID=3178
880,Cây gỗ nhỏ,Na Annonaceae,Liên tràng hình chỉ,Na Annonales,Drepananthus filiformis,./chitiet.php?page=20&loai=2&ID=3078
881,Cây gỗ lớn,Đậu Fabaceae,Lim xanh,Đậu Fabales,Erythrophloeum fordii,./chitiet.php?page=20&loai=2&ID=3450
882,Cây gỗ lớn,Đậu Fabaceae,Lim xẹt cánh,Đậu Fabales,Peltophorum pterocarpum,./chitiet.php?page=20&loai=2&ID=2163
883,Cây gỗ trung bình,Thầu dầu Euphorbiaceae,Long màng,Thầu dầu Euphorbiales,Macaranga triloba,./chitiet.php?page=20&loai=2&ID=2549
884,Cây gỗ lớn,Long não Lauraceae,Long não,Long não Laurales,Cinnamomum camphora,./chitiet.php?page=20&loai=2&ID=3770
885,Cây leo thân gỗ,Thiên lý Asclepiadaceae,Luân,Long đởm Gentianales,Spirella robinsonii,./chitiet.php?page=20&loai=2&ID=3729
886,Cây ngập mặn,Trúc đào Apocynaceae,Luân thuỳ,Long đởm Gentianales,Spirolobium cambodianum,./chitiet.php?page=20&loai=2&ID=3704
887,Cây gỗ trung bình,Đào lộn hột Anacardiaceae,Mà ca,Cam Rutales,Buchanania reticulata,./chitiet.php?page=20&loai=2&ID=2077
888,Cây thuốc,Màn màn Capparaceae,Màn màn hoa vàng,Màn màn Capparales,Cleome viscosa,./chitiet.php?page=20&loai=2&ID=2155
889,Cây thuốc,Màn màn Capparaceae,Màn màn tím,Màn màn Capparales,Cleome chelidonii,./chitiet.php?page=20&loai=2&ID=2164
890,Cây gỗ nhỏ,Na Annonaceae,Màu cau trắng,Na Annonales,Goniothalamus macrocalyx,./chitiet.php?page=20&loai=2&ID=3096
891,Cây thuốc,Mía dò Costaceae,Mía dò hoa gốc,Gừng Zingiberales,Costus tonkinensis,./chitiet.php?page=20&loai=2&ID=3467
892,Cây thuốc,Mía dò Costaceae,Mía dò hoa ngọn,Gừng Zingiberales,Costus speciosus,./chitiet.php?page=20&loai=2&ID=3495
893,Cây gỗ lớn,Dâu tằm Moraceae,Mít,Gai Urticales,Artocarpus heterophyllus,./chitiet.php?page=20&loai=2&ID=2079
894,Cây gỗ lớn,Dâu tằm Moraceae,Mít nài,Gai Urticales,Artocarpus rigidus,./chitiet.php?page=20&loai=2&ID=2322
895,Cây thuốc,Ráy Araceae,Mái dầm,Ráy Areales,Cryptocoryne ciliata,./chitiet.php?page=20&loai=2&ID=3927
896,Cây thuốc,Ráy Araceae,Mái dầm việt nam,Ráy Areales,Cryptocoryne vietnamense,./chitiet.php?page=20&loai=2&ID=3856
897,Cây gỗ trung bình,Máu chó Myristicaceae,Máu chó kính,Na Annonales,Knema lenta,./chitiet.php?page=20&loai=2&ID=2233
898,Cây thuốc,Mỏ hạc Geraniaceae,Mỏ hạc,Mỏ hạc Geranniales,Geranium nepalense,./chitiet.php?page=20&loai=2&ID=3094
899,Cây gỗ lớn,Ngọc lan Magnoliaceae,Mỡ,Ngọc lan Magnoliales,Manglietia fordiana,./chitiet.php?page=20&loai=2&ID=3131
900,Cây gỗ lớn,Ngọc lan Magnoliaceae,Mỡ phú thọ,Ngọc lan Magnoliales,Manglietia phuthoensis,./chitiet.php?page=21&loai=2&ID=3488
901,Cây gỗ lớn,Ngọc lan Magnoliaceae,Mỡ thơm,Ngọc lan Magnoliales,Manglietia aromatica,./chitiet.php?page=21&loai=2&ID=3904
902,Cây gỗ lớn,Ngọc lan Magnoliaceae,Mỡ vạng,Ngọc lan Magnoliales,Pachylarnax praecalva,./chitiet.php?page=21&loai=2&ID=3147
903,Cây gỗ lớn,Trúc đào Apocynaceae,Mốp,Long đởm Gentianales,Alstonia spathulata,./chitiet.php?page=21&loai=2&ID=2299
904,Cây gỗ nhỏ,Trúc đào Apocynaceae,Mức hoa trắng nhỏ,Long đởm Gentianales,Holarrhena curtisii,./chitiet.php?page=21&loai=2&ID=3546
905,Cây gỗ trung bình,Trúc đào Apocynaceae,Mức lông mềm,Long đởm Gentianales,Wrightia pubescens,./chitiet.php?page=21&loai=2&ID=2489
906,Cây gỗ nhỏ,Nhài Oleaceae,Mộc,Nhài Oleales,Osmanthus fragrans,./chitiet.php?page=21&loai=2&ID=3505
907,Cây gỗ trung bình,Trúc đào Apocynaceae,Mộc hoa trắng,Long đởm Gentianales,Holarrhena pubescens,./chitiet.php?page=21&loai=2&ID=2204
908,Cây phụ sinh,Thiên lý Asclepiadaceae,Mộc tiền to,Long đởm Gentianales,Dischidia major,./chitiet.php?page=21&loai=2&ID=3534
909,Cây thuốc,Tầm gửi Loranthaceae,Mộc vệ rủ,Đàn hương Santalales,Taxillus gracilifolius,./chitiet.php?page=21&loai=2&ID=2611
910,Cây gỗ trung bình,Thầu dầu Euphorbiaceae,Mân mây,Thầu dầu Euphorbiales,Gelonium multiflorum,./chitiet.php?page=21&loai=2&ID=2535
911,Cây leo thân gỗ,Mộc hương Aristolochiaceae,Mã đậu linh quảng tây,Mộc hương Aristolochiales,Aristolochia kwangsiensis,./chitiet.php?page=21&loai=2&ID=3023
912,Cây gỗ nhỏ,Hoàng mộc Berberidaceae,Mã hồ,Mao lương Ranunculales,Mahonia nepalensis,./chitiet.php?page=21&loai=2&ID=3133
913,Cây gỗ nhỏ,Mã kỳ Epacridaceae,Mã kỳ,Đỗ quyên Ericales,Leucopogon malayanus,./chitiet.php?page=21&loai=2&ID=3118
914,Cây gỗ trung bình,Mã tiền Loganiaceae,Mã tiền,Long đởm Gentianales,Strychnos nux-vomica,./chitiet.php?page=21&loai=2&ID=2473
915,Cây leo thân gỗ,Mã tiền Loganiaceae,Mã tiền lông,Long đởm Gentianales,Strychnos ignatii,./chitiet.php?page=21&loai=2&ID=3192
916,Cây gỗ trung bình,Mã tiền Loganiaceae,Mã tiền láng,Long đởm Gentianales,Strychnos nitida,./chitiet.php?page=21&loai=2&ID=3193
917,Cây gỗ trung bình,Mã tiền Loganiaceae,Mã tiền nhiều hoa,Long đởm Gentianales,Strychnos polyantha,./chitiet.php?page=21&loai=2&ID=3194
918,Cây leo thân gỗ,Mã tiền Loganiaceae,Mã tiền quạ,Long đởm Gentianales,Strychnos nux-blanda,./chitiet.php?page=21&loai=2&ID=2472
919,Cây gỗ trung bình,Mã tiền Loganiaceae,Mã tiền quả dài,Long đởm Gentianales,Strychnos thorelii,./chitiet.php?page=21&loai=2&ID=3195
920,Cây gỗ trung bình,Mã tiền Loganiaceae,Mã tiền tán,Long đởm Gentianales,Strychnos umbellata,./chitiet.php?page=21&loai=2&ID=3196
921,Cây leo thân gỗ,Mã tiền Loganiaceae,Mã tiền trung quốc,Long đởm Gentianales,Strychnos cathayensis,./chitiet.php?page=21&loai=2&ID=3191
922,Cây thuốc,Na Annonaceae,Mãng cầu,Na Annonales,Annona squamosa,./chitiet.php?page=21&loai=2&ID=2244
923,Cây gỗ trung bình,Bứa Clusiaceae,Mù u,Chè Theales,Calophyllum inophyllum,./chitiet.php?page=21&loai=2&ID=2475
924,Cây gỗ lớn,Đậu Fabaceae,Mý,Đậu Fabales,Lysidice rhodostegia,./chitiet.php?page=21&loai=2&ID=3569
925,Cây gỗ nhỏ,Mùng quân Flacourtiaceae,Mùng quân lá đối,Hoa tím Violales,Flacourtia oppositifolia,./chitiet.php?page=21&loai=2&ID=3033
926,Cây gỗ trung bình,Đậu Fabaceae,Móng bò đỏ,Đậu Fabales,Bauhinia purpurea,./chitiet.php?page=21&loai=2&ID=2508
927,Cây leo thân gỗ,Đậu Fabaceae,Móng bò lửa,Đậu Fabales,Bauhinia pyrrhoclada,./chitiet.php?page=21&loai=2&ID=3426
928,Cây gỗ trung bình,Đậu Fabaceae,Móng bò trắng,Đậu Fabales,Bauhinia acuminata.,./chitiet.php?page=21&loai=2&ID=2102
929,Cây gỗ nhỏ,Na Annonaceae,Móng rồng mỏ nhọn,Na Annonales,Artabotrys tetramerus,./chitiet.php?page=21&loai=2&ID=3679
930,Cây leo thân gỗ,Na Annonaceae,Móng rồng tái,Na Annonales,Artabotrys pallens,./chitiet.php?page=21&loai=2&ID=2167
931,Cây leo thân gỗ,Na Annonaceae,Móng rồng tây nguyên,Na Annonales,Artabotrys taynguyenensis,./chitiet.php?page=21&loai=2&ID=3926
932,Cây gỗ lớn,Bứa Clusiaceae,Măng cụt,Chè Theales,Garcinia mangostana,./chitiet.php?page=21&loai=2&ID=2293
933,Cây gỗ nhỏ,Mai vàng Ochnaceae,Mai cánh lõm,Mai vàng Ochnales,Gomphia serrata,./chitiet.php?page=21&loai=2&ID=2082
934,Cây cảnh,Mai vàng Ochnaceae,Mai vàng,Mai vàng Ochnales,Ochna integerrima,./chitiet.php?page=21&loai=2&ID=2087
935,Cây thuốc,Hoa sói Chloranthaceae,Mật hương,Hoa sói Chloranthales,Hedyosmum orientale,./chitiet.php?page=21&loai=2&ID=3099
936,Cây gỗ trung bình,Chẹo thui Proteaceae,Mạ sưa lá trứng,Chẹo thui Proteales,Helicia obovatifolia,./chitiet.php?page=21&loai=2&ID=2203
937,Cây gỗ lớn,Chẹo thui Proteaceae,Mạ xưa nam bộ,Chẹo thui Proteales,Helicia cochinchinensis,./chitiet.php?page=21&loai=2&ID=2540
938,Cây gỗ nhỏ,Thầu dầu Euphorbiaceae,Mạc tâm,Thầu dầu Euphorbiales,Hymenocardia punctata,./chitiet.php?page=21&loai=2&ID=2544
939,Cây thuốc,Tóc tiên Convallariaceae,Mạch môn bắc bộ,Măng tây Asparagales,Ophiopogon tonkinensis,./chitiet.php?page=21&loai=2&ID=3265
940,Cây gỗ nhỏ,Na Annonaceae,Mạo đài thorel,Na Annonales,Mitrephora thorelii,./chitiet.php?page=21&loai=2&ID=3645
941,Cây gỗ nhỏ,Hồ đào Juglandaceae,Mạy châu,Hồ đào Juglandales,Carya tonkinensis,./chitiet.php?page=21&loai=2&ID=3049
942,Cây gỗ nhỏ,Thị Ebenaceae,Mặc nưa,Thị Ebenales,Diospyros mollis,./chitiet.php?page=21&loai=2&ID=2521
943,Cây leo thân gỗ,Trúc đào Apocynaceae,Mần trây lông,Long đởm Gentianales,Ichnocarpus jacquetii,./chitiet.php?page=21&loai=2&ID=3642
944,Cây thuốc,Ô rô Acanthaceae,Mảnh cộng,Hoa mõm sói Scrophulariales,Clinacanthus nutans,./chitiet.php?page=21&loai=2&ID=3605
945,Cây ngập mặn,Cỏ roi ngựa Verbenaceae,Mấm biển,Hoa môi Lamiales,Avicennia marina,./chitiet.php?page=22&loai=2&ID=3781
946,Cây ngập mặn,Cỏ roi ngựa Verbenaceae,Mấm quăn,Hoa môi Lamiales,Avicennia rumphiana,./chitiet.php?page=22&loai=2&ID=3662
947,Cây gỗ nhỏ,Trúc đào Apocynaceae,Mướp sác,Long đởm Gentianales,Cerbera odollam,./chitiet.php?page=22&loai=2&ID=2170
948,Cây gỗ nhỏ,Trúc đào Apocynaceae,Mướp sác hường,Long đởm Gentianales,Cerbera manghas,./chitiet.php?page=22&loai=2&ID=3951
949,Cây gỗ lớn,Đậu Fabaceae,Me,Đậu Fabales,Tamarindus indica,./chitiet.php?page=22&loai=2&ID=2073
950,Cây thuốc,Thầu dầu Euphorbiaceae,Me biển,Thầu dầu Euphorbiales,Phyllanthus arenarius,./chitiet.php?page=22&loai=2&ID=3157
951,Cây gỗ lớn,Đậu Fabaceae,Me keo,Đậu Fabales,Pithecellobium dulce,./chitiet.php?page=22&loai=2&ID=2555
952,Cây gỗ nhỏ,Thầu dầu Euphorbiaceae,Me lưỡi mác,Thầu dầu Euphorbiales,Phyllanthus phuquocensis,./chitiet.php?page=22&loai=2&ID=3158
